i,start_time,deployment_start,deployment_end,pod_start,pod_end,end_time,total_time,deployment_time,pod_ready_time
228,1736071024250691000,1736071024261992000,1736071024301374000,1736071024310560000,1736071031638881000,1736071031643422000,7392,39,7328
229,1736071024250659000,1736071024260138000,1736071024308869000,1736071024316277000,1736071032695494000,1736071032699053000,8448,48,8379
223,1736071024246457000,1736071024261123000,1736071024302033000,1736071024313974000,1736071032695494000,1736071032699090000,8452,40,8381
230,1736071034271717000,1736071034286395000,1736071034322716000,1736071034327274000,1736071035755038000,1736071035758177000,1486,36,1427
231,1736071034272142000,1736071034286374000,1736071034317457000,1736071034327335000,1736071036770576000,1736071036773710000,2501,31,2443
232,1736071034271576000,1736071034291184000,1736071034327274000,1736071034335269000,1736071037789103000,1736071037792564000,3520,36,3453
233,1736071034289832000,1736071034301388000,1736071034349355000,1736071034362430000,1736071038632747000,1736071038636029000,4346,47,4270
236,1736071034290005000,1736071034301446000,1736071034349900000,1736071034363034000,1736071038788662000,1736071038791809000,4501,48,4425
237,1736071034290117000,1736071034302173000,1736071034351234000,1736071034362374000,1736071039755628000,1736071039758576000,5468,49,5393
239,1736071034290183000,1736071034301887000,1736071034351295000,1736071034362979000,1736071040674846000,1736071040678652000,6388,49,6311
238,1736071034289552000,1736071034301934000,1736071034335288000,1736071034350071000,1736071041750915000,1736071041754414000,7464,33,7400
235,1736071034290186000,1736071034301476000,1736071034337597000,1736071034350251000,1736071041750915000,1736071041754417000,7464,36,7400
234,1736071034289067000,1736071034301433000,1736071034340147000,1736071034350410000,1736071042805254000,1736071042809285000,8520,38,8454
244,1736071044312994000,1736071044331652000,1736071044359627000,1736071044366612000,1736071045817732000,1736071045820579000,1507,27,1451
249,1736071044328947000,1736071044340474000,1736071044364089000,1736071044368984000,1736071046850860000,1736071046854564000,2525,23,2481
243,1736071044311198000,1736071044331929000,1736071044362405000,1736071044368983000,1736071047852142000,1736071047856164000,3544,30,3483
241,1736071044310269000,1736071044332469000,1736071044360457000,1736071044366135000,1736071048835807000,1736071048839234000,4528,27,4469
240,1736071044310237000,1736071044328947000,1736071044360649000,1736071044366831000,1736071048838329000,1736071048841388000,4531,31,4471
246,1736071044330765000,1736071044342797000,1736071044381012000,1736071044389514000,1736071049793480000,1736071049797094000,5466,38,5403
245,1736071044330806000,1736071044342514000,1736071044366900000,1736071044380136000,1736071050890016000,1736071050893453000,6562,24,6509
242,1736071044310362000,1736071044329047000,1736071044363366000,1736071044369328000,1736071051817588000,1736071051822120000,7511,34,7448
248,1736071044328947000,1736071044341428000,1736071044363656000,1736071044368975000,1736071051817557000,1736071051822120000,7493,22,7448
247,1736071044331344000,1736071044342720000,1736071044380072000,1736071044388694000,1736071052742882000,1736071052747292000,8415,37,8354
252,1736071054347948000,1736071054368077000,1736071054398982000,1736071054409126000,1736071055862213000,1736071055866304000,1518,30,1453
254,1736071054350390000,1736071054368902000,1736071054399504000,1736071054407730000,1736071056901865000,1736071056905706000,2555,30,2494
251,1736071054347926000,1736071054369859000,1736071054399193000,1736071054408558000,1736071057909204000,1736071057912460000,3564,29,3500
255,1736071054369189000,1736071054383261000,1736071054430181000,1736071054437212000,1736071058808823000,1736071058814527000,4445,46,4371
253,1736071054348186000,1736071054369843000,1736071054407913000,1736071054415544000,1736071058855428000,1736071058858830000,4510,38,4439
258,1736071054365938000,1736071054373856000,1736071054407685000,1736071054415537000,1736071059802133000,1736071059805749000,5439,33,5386
256,1736071054369459000,1736071054379189000,1736071054407687000,1736071054416861000,1736071060856574000,1736071060860428000,6490,28,6439
257,1736071054369182000,1736071054383095000,1736071054417150000,1736071054424501000,1736071071936487000,1736071071944909000,17575,34,17511
250,1736071054348075000,1736071054369126000,1736071054407667000,1736071054415544000,1736071072944122000,1736071072948897000,18600,38,18528
259,1736071054369496000,1736071054382859000,1736071054430120000,1736071054436357000,1736071072989141000,1736071072992789000,18623,47,18552
263,1736071064379024000,1736071064388361000,1736071064415503000,1736071064428052000,1736071073974432000,1736071073977391000,9598,27,9546
260,1736071064377956000,1736071064387873000,1736071064415503000,1736071064427269000,1736071075085011000,1736071075089813000,10711,27,10657
267,1736071064384695000,1736071064390035000,1736071064415619000,1736071064427387000,1736071075923731000,1736071075929127000,11544,25,11496
261,1736071064377293000,1736071064387927000,1736071064415503000,1736071064429297000,1736071075931686000,1736071075936475000,11559,27,11502
262,1736071064377540000,1736071064387406000,1736071064416145000,1736071064429175000,1736071076916411000,1736071076920435000,12542,28,12487
264,1736071064379797000,1736071064388911000,1736071064417304000,1736071064428281000,1736071077921012000,1736071077924806000,13545,28,13492
266,1736071064384351000,1736071064389829000,1736071064428487000,1736071064437490000,1736071078998274000,1736071079002395000,14618,38,14560
268,1736071064384880000,1736071064390745000,1736071064428002000,1736071064437727000,1736071079026328000,1736071079029693000,14644,37,14588
269,1736071064386949000,1736071064394137000,1736071064427743000,1736071064438741000,1736071079938962000,1736071079943288000,15556,33,15500
265,1736071064381844000,1736071064389453000,1736071064426682000,1736071064439479000,1736071080887752000,1736071080891828000,16509,37,16448
278,1736071074399614000,1736071074409468000,1736071074442684000,1736071074456375000,1736071081992694000,1736071081997019000,7597,33,7536
273,1736071074397391000,1736071074409457000,1736071074455911000,1736071074470428000,1736071082023771000,1736071082027280000,7629,46,7553
270,1736071074391549000,1736071074409178000,1736071074455991000,1736071074467887000,1736071082976968000,1736071082981116000,8589,46,8509
272,1736071074392837000,1736071074410142000,1736071074459936000,1736071074469602000,1736071084022150000,1736071084025879000,9633,49,9552
279,1736071074399342000,1736071074408958000,1736071074461156000,1736071074472519000,1736071085054331000,1736071085062427000,10663,52,10581
274,1736071074393829000,1736071074410501000,1736071074461166000,1736071074479433000,1736071086035733000,1736071086040457000,11646,50,11556
276,1736071074399420000,1736071074409150000,1736071074455975000,1736071074464700000,1736071086034292000,1736071086039678000,11640,46,11569
277,1736071074399205000,1736071074415841000,1736071074468151000,1736071074481321000,1736071087082383000,1736071087085988000,12686,52,12601
275,1736071074396735000,1736071074408699000,1736071074464659000,1736071074472524000,1736071088004423000,1736071088007456000,13610,55,13531
271,1736071074391601000,1736071074408786000,1736071074461780000,1736071074475860000,1736071089060107000,1736071089063959000,14672,52,14584
282,1736071084407349000,1736071084415292000,1736071084453929000,1736071084501451000,1736071089115637000,1736071089119170000,4711,38,4614
285,1736071084408695000,1736071084419027000,1736071084496127000,1736071084511651000,1736071090113754000,1736071090116851000,5708,77,5602
287,1736071084411481000,1736071084422571000,1736071084489670000,1736071084508373000,1736071091103042000,1736071091107148000,6695,67,6594
286,1736071084410038000,1736071084420531000,1736071084495729000,1736071084512057000,1736071091145492000,1736071091149137000,6739,75,6633
289,1736071084414998000,1736071084423980000,1736071084501426000,1736071084518892000,1736071092113260000,1736071092117740000,7702,77,7594
288,1736071084414295000,1736071084422817000,1736071084492522000,1736071084505475000,1736071093138997000,1736071093142898000,8728,69,8633
281,1736071084407386000,1736071084419098000,1736071084487598000,1736071084506585000,1736071094120833000,1736071094123899000,9716,68,9614
280,1736071084407562000,1736071084417738000,1736071084495066000,1736071084512298000,1736071095145055000,1736071095150083000,10742,77,10632
284,1736071084411133000,1736071084420984000,1736071084503024000,1736071084520611000,1736071095150088000,1736071095154020000,10742,82,10629
283,1736071084407468000,1736071084417738000,1736071084490713000,1736071084506625000,1736071096101168000,1736071096104122000,11696,72,11594
293,1736071094419596000,1736071094428139000,1736071094456668000,1736071094461923000,1736071097190329000,1736071097193749000,2774,28,2728
290,1736071094416914000,1736071094427135000,1736071094460746000,1736071094467485000,1736071098102103000,1736071098106673000,3689,33,3634
294,1736071094420242000,1736071094428552000,1736071094460746000,1736071094467484000,1736071098120401000,1736071098123952000,3703,32,3652
296,1736071094422533000,1736071094436118000,1736071094461845000,1736071094467906000,1736071099056990000,1736071099060435000,4637,25,4589
299,1736071094427378000,1736071094440226000,1736071094470728000,1736071094478320000,1736071100150486000,1736071100154602000,5727,30,5672
292,1736071094417043000,1736071094428148000,1736071094461714000,1736071094467924000,1736071101101381000,1736071101106081000,6689,33,6633
297,1736071094426959000,1736071094439580000,1736071094470749000,1736071094478502000,1736071101101457000,1736071101106085000,6679,31,6622
291,1736071094416914000,1736071094428035000,1736071094460741000,1736071094468163000,1736071102200775000,1736071102203940000,7787,32,7732
298,1736071094426635000,1736071094437685000,1736071094472499000,1736071094479379000,1736071103129374000,1736071103133616000,8706,34,8649
295,1736071094425594000,1736071094440231000,1736071094471131000,1736071094480433000,1736071104239026000,1736071104244130000,9818,30,9758
303,1736071104439666000,1736071104452477000,1736071104484095000,1736071104497645000,1736071106241603000,1736071106244574000,1804,31,1743
306,1736071104443035000,1736071104453550000,1736071104497965000,1736071104508914000,1736071107287269000,1736071107290659000,2847,44,2778
309,1736071104448985000,1736071104458021000,1736071104497772000,1736071104508133000,1736071108137251000,1736071108143492000,3694,39,3629
305,1736071104443464000,1736071104454583000,1736071104497771000,1736071104508520000,1736071109122435000,1736071109126336000,4682,43,4613
304,1736071104440163000,1736071104452965000,1736071104497729000,1736071104508795000,1736071109278238000,1736071109281284000,4841,44,4769
300,1736071104439935000,1736071104452264000,1736071104497249000,1736071104508110000,1736071110219654000,1736071110223365000,5783,44,5711
301,1736071104439662000,1736071104452244000,1736071104497033000,1736071104509074000,1736071111167896000,1736071111171755000,6732,44,6658
307,1736071104448673000,1736071104458013000,1736071104497053000,1736071104508109000,1736071112262123000,1736071112266554000,7817,39,7754
308,1736071104447736000,1736071104458438000,1736071104484093000,1736071104498051000,1736071112262123000,1736071112266561000,7818,25,7764
302,1736071104439665000,1736071104452377000,1736071104497033000,1736071104509407000,1736071113156035000,1736071113159110000,8719,44,8646
310,1736071114460810000,1736071114477865000,1736071114516707000,1736071114523267000,1736071116384008000,1736071116386902000,1926,38,1860
312,1736071114462095000,1736071114478633000,1736071114507675000,1736071114517071000,1736071117237431000,1736071117242501000,2780,29,2720
317,1736071114475004000,1736071114482954000,1736071114515093000,1736071114522261000,1736071118237548000,1736071118240465000,3765,32,3715
315,1736071114466872000,1736071114479666000,1736071114514267000,1736071114519153000,1736071118396936000,1736071118400380000,3933,34,3877
311,1736071114460976000,1736071114479278000,1736071114513999000,1736071114520083000,1736071119357501000,1736071119360572000,4899,34,4837
316,1736071114471264000,1736071114480225000,1736071114517089000,1736071114526812000,1736071120307561000,1736071120311325000,5840,36,5780
319,1736071114474938000,1736071114481508000,1736071114516618000,1736071114522577000,1736071121265428000,1736071121269456000,6794,35,6742
313,1736071114462478000,1736071114479950000,1736071114513997000,1736071114520331000,1736071121405006000,1736071121408434000,6945,34,6884
314,1736071114463967000,1736071114480078000,1736071114516785000,1736071114528470000,1736071122340311000,1736071122343494000,7879,36,7811
318,1736071114473927000,1736071114481287000,1736071114518038000,1736071114528631000,1736071123393215000,1736071123397252000,8923,36,8864
320,1736071124492268000,1736071124511996000,1736071124543008000,1736071124548403000,1736071126426399000,1736071126429397000,1937,31,1877
322,1736071124492229000,1736071124512038000,1736071124546890000,1736071124555981000,1736071127448574000,1736071127451983000,2959,34,2892
324,1736071124506079000,1736071124515410000,1736071124553134000,1736071124561573000,1736071128293469000,1736071128296915000,3790,37,3731
323,1736071124495092000,1736071124512171000,1736071124543354000,1736071124549210000,1736071128455015000,1736071128458569000,3963,31,3905
325,1736071124511186000,1736071124525115000,1736071124555765000,1736071124563901000,1736071129443579000,1736071129446601000,4935,30,4879
326,1736071124509859000,1736071124520092000,1736071124552777000,1736071124561931000,1736071130398506000,1736071130402103000,5892,32,5836
327,1736071124510179000,1736071124516967000,1736071124552983000,1736071124561981000,1736071131341512000,1736071131345222000,6835,36,6779
321,1736071124492304000,1736071124512154000,1736071124552753000,1736071124561764000,1736071131490224000,1736071131493773000,7001,40,6928
328,1736071124512476000,1736071124525674000,1736071124555768000,1736071124563372000,1736071132417827000,1736071132421033000,7908,30,7854
329,1736071124512518000,1736071124525455000,1736071124556426000,1736071124563939000,1736071133476477000,1736071133479652000,8967,30,8912
331,1736071134528312000,1736071134546856000,1736071134585039000,1736071134594471000,1736071136462781000,1736071136466788000,1938,38,1868
334,1736071134531947000,1736071134549794000,1736071134584593000,1736071134594200000,1736071137536719000,1736071137540595000,3008,34,2942
335,1736071134545345000,1736071134552616000,1736071134583489000,1736071134591500000,1736071137536699000,1736071137540595000,2995,30,2945
330,1736071134528256000,1736071134548996000,1736071134584145000,1736071134595037000,1736071138539344000,1736071138542600000,4014,35,3944
332,1736071134528294000,1736071134549649000,1736071134583504000,1736071134594822000,1736071139513269000,1736071139517082000,4988,33,4918
338,1736071134547292000,1736071134560456000,1736071134591616000,1736071134600102000,1736071140474825000,1736071140479472000,5932,31,5874
337,1736071134547491000,1736071134560937000,1736071134591492000,1736071134597983000,1736071140475035000,1736071140479569000,5932,30,5877
336,1736071134548503000,1736071134558340000,1736071134585861000,1736071134597295000,1736071141568970000,1736071141572542000,7024,27,6971
333,1736071134530822000,1736071134547941000,1736071134583461000,1736071134593947000,1736071142501318000,1736071142504665000,7973,35,7907
339,1736071134549483000,1736071134561663000,1736071134585437000,1736071134597063000,1736071143567343000,1736071143571210000,9021,23,8970
341,1736071144565778000,1736071144582967000,1736071144614100000,1736071144623808000,1736071146639008000,1736071146642654000,2076,31,2015
345,1736071144572481000,1736071144584534000,1736071144613567000,1736071144622069000,1736071147499278000,1736071147502139000,2929,29,2877
340,1736071144565111000,1736071144584530000,1736071144614894000,1736071144622662000,1736071147672683000,1736071147675833000,3110,30,3050
343,1736071144566092000,1736071144584137000,1736071144613149000,1736071144620046000,1736071148668810000,1736071148671843000,4105,29,4048
342,1736071144565568000,1736071144583369000,1736071144615548000,1736071144621203000,1736071149646855000,1736071149650741000,5085,32,5025
344,1736071144568389000,1736071144584081000,1736071144614432000,1736071144620998000,1736071150595531000,1736071150599680000,6031,30,5974
347,1736071144579331000,1736071144585991000,1736071144617140000,1736071144623402000,1736071150595616000,1736071150599681000,6020,31,5972
346,1736071144579941000,1736071144586258000,1736071144617330000,1736071144624241000,1736071151667262000,1736071151670266000,7090,31,7043
348,1736071144584821000,1736071144596595000,1736071144633927000,1736071144641983000,1736071152595727000,1736071152600450000,8015,37,7953
349,1736071144584111000,1736071144596909000,1736071144633022000,1736071144642888000,1736071153666283000,1736071153669900000,9085,36,9023
352,1736071154595548000,1736071154614233000,1736071154643129000,1736071154652252000,1736071156653312000,1736071156656780000,2061,28,2001
354,1736071154599690000,1736071154616275000,1736071154652628000,1736071154660101000,1736071157681159000,1736071157684225000,3084,36,3021
353,1736071154596570000,1736071154616490000,1736071154652291000,1736071154660102000,1736071157684112000,1736071157687074000,3090,35,3024
350,1736071154594864000,1736071154616195000,1736071154652829000,1736071154660260000,1736071158678086000,1736071158682824000,4087,36,4017
351,1736071154596570000,1736071154616685000,1736071154653580000,1736071154662314000,1736071159647515000,1736071159651394000,5054,36,4985
355,1736071154604223000,1736071154617049000,1736071154652250000,1736071154660102000,1736071160602731000,1736071160606466000,6002,35,5942
357,1736071154615460000,1736071154628852000,1736071154662937000,1736071154672601000,1736071160750609000,1736071160753727000,6138,34,6078
356,1736071154616181000,1736071154628340000,1736071154664016000,1736071154674202000,1736071161681745000,1736071161685774000,7069,35,7007
358,1736071154615833000,1736071154629451000,1736071154663725000,1736071154672843000,1736071162606891000,1736071162610042000,7994,34,7934
359,1736071154614712000,1736071154625946000,1736071154663488000,1736071154672727000,1736071163677475000,1736071163680636000,9065,37,9004
361,1736071164633822000,1736071164655021000,1736071164688018000,1736071164700191000,1736071166754653000,1736071166758772000,2124,32,2054
360,1736071164633016000,1736071164655234000,1736071164685182000,1736071164690790000,1736071167754572000,1736071167758776000,3125,29,3063
364,1736071164636358000,1736071164654799000,1736071164689613000,1736071164697682000,1736071167759610000,1736071167764509000,3128,34,3061
366,1736071164652016000,1736071164659867000,1736071164689601000,1736071164699764000,1736071168712962000,1736071168717081000,4065,29,4013
368,1736071164655089000,1736071164665714000,1736071164694878000,1736071164701576000,1736071169683055000,1736071169686578000,5031,29,4981
362,1736071164634417000,1736071164654173000,1736071164689991000,1736071164700774000,1736071170811147000,1736071170815040000,6180,35,6110
367,1736071164655393000,1736071164666484000,1736071164700533000,1736071164712602000,1736071170817179000,1736071170820470000,6165,34,6104
365,1736071164651906000,1736071164660573000,1736071164692047000,1736071164701198000,1736071171728967000,1736071171732978000,7081,31,7027
369,1736071164654793000,1736071164666420000,1736071164700324000,1736071164711316000,1736071172795412000,1736071172798843000,8144,33,8084
363,1736071164634430000,1736071164654374000,1736071164687741000,1736071164694186000,1736071173817463000,1736071173821137000,9186,33,9123
371,1736071174668359000,1736071174679726000,1736071174722717000,1736071174729624000,1736071176842288000,1736071176847387000,2179,42,2112
375,1736071174672887000,1736071174685582000,1736071174721923000,1736071174730458000,1736071177877504000,1736071177880909000,3208,36,3147
373,1736071174669011000,1736071174679192000,1736071174726937000,1736071174739585000,1736071177877652000,1736071177880973000,3211,47,3138
377,1736071174674530000,1736071174682286000,1736071174727001000,1736071174739585000,1736071178862513000,1736071178865815000,4191,44,4122
376,1736071174672980000,1736071174683269000,1736071174721924000,1736071174729621000,1736071179834446000,1736071179838770000,5165,38,5104
372,1736071174669219000,1736071174679014000,1736071174721920000,1736071174730542000,1736071180926995000,1736071180930425000,6261,42,6196
378,1736071174673648000,1736071174682289000,1736071174726865000,1736071174737827000,1736071180926997000,1736071180930430000,6256,44,6189
374,1736071174669667000,1736071174679678000,1736071174727454000,1736071174737827000,1736071181863166000,1736071181867126000,7197,47,7125
370,1736071174669166000,1736071174679014000,1736071174726949000,1736071174741217000,1736071182795951000,1736071182799131000,8129,47,8054
379,1736071174676253000,1736071174685848000,1736071174737242000,1736071174749961000,1736071183869951000,1736071183873334000,9197,51,9119
382,1736071184689024000,1736071184706751000,1736071184731739000,1736071184737618000,1736071186939163000,1736071186943670000,2254,24,2201
384,1736071184690761000,1736071184708226000,1736071184732097000,1736071184737896000,1736071186939803000,1736071186943670000,2252,23,2201
385,1736071184695864000,1736071184709356000,1736071184738452000,1736071184747388000,1736071187954174000,1736071187958272000,3262,29,3206
380,1736071184688682000,1736071184707523000,1736071184747609000,1736071184756592000,1736071188927909000,1736071188931672000,4242,40,4171
389,1736071184706715000,1736071184713521000,1736071184745301000,1736071184753563000,1736071190074972000,1736071190078740000,5372,31,5321
387,1736071184699505000,1736071184709789000,1736071184745085000,1736071184754548000,1736071190074972000,1736071190078736000,5379,35,5320
383,1736071184690761000,1736071184706611000,1736071184731736000,1736071184737625000,1736071191017115000,1736071191021117000,6330,25,6279
386,1736071184695919000,1736071184708891000,1736071184745650000,1736071184756515000,1736071191950442000,1736071191954520000,7258,36,7193
381,1736071184688690000,1736071184708188000,1736071184737630000,1736071184745935000,1736071193018708000,1736071193022003000,8333,29,8272
388,1736071184700448000,1736071184708629000,1736071184745085000,1736071184754751000,1736071193018709000,1736071193022006000,8321,36,8263
392,1736071194720303000,1736071194741851000,1736071194787539000,1736071194798424000,1736071197173896000,1736071197177600000,2457,45,2375
394,1736071194725222000,1736071194744509000,1736071194788362000,1736071194799879000,1736071197174050000,1736071197177586000,2452,43,2374
393,1736071194720790000,1736071194743958000,1736071194789482000,1736071194799931000,1736071198007326000,1736071198010288000,3289,45,3207
391,1736071194720595000,1736071194743900000,1736071194787284000,1736071194800110000,1736071199009128000,1736071199012264000,4291,43,4209
397,1736071194740888000,1736071194751246000,1736071194787286000,1736071194798181000,1736071200167133000,1736071200170749000,5429,36,5368
390,1736071194720330000,1736071194743572000,1736071194787828000,1736071194798306000,1736071200168035000,1736071200171118000,5450,44,5369
398,1736071194743538000,1736071194755498000,1736071194788005000,1736071194799715000,1736071201106994000,1736071201110316000,6366,32,6307
396,1736071194744133000,1736071194755738000,1736071194788252000,1736071194799659000,1736071202057361000,1736071202061506000,7317,32,7257
395,1736071194742678000,1736071194754584000,1736071194787283000,1736071194800188000,1736071204075760000,1736071204078796000,9336,32,9275
399,1736071194742644000,1736071194754993000,1736071194788015000,1736071194799458000,1736071205310451000,1736071205315183000,10572,33,10510
402,1736071204759419000,1736071204765698000,1736071204794009000,1736071204802134000,1736071206115142000,1736071206119572000,1360,28,1313
400,1736071204755196000,1736071204764411000,1736071204794003000,1736071204801856000,1736071207268873000,1736071207271950000,2516,29,2467
408,1736071204762587000,1736071204772392000,1736071204800874000,1736071204813045000,1736071208286947000,1736071208290075000,3527,28,3473
401,1736071204758205000,1736071204764691000,1736071204794334000,1736071204802027000,1736071209286957000,1736071209289909000,4531,29,4484
403,1736071204762507000,1736071204773052000,1736071204801115000,1736071204814021000,1736071210261743000,1736071210265959000,5503,28,5447
405,1736071204762244000,1736071204773218000,1736071204813383000,1736071204823709000,1736071210261791000,1736071210265959000,5503,40,5438
407,1736071204762912000,1736071204772547000,1736071204801101000,1736071204813764000,1736071211196545000,1736071211199971000,6437,28,6382
409,1736071204762937000,1736071204773785000,1736071204813693000,1736071204823190000,1736071212274351000,1736071212278479000,7515,39,7451
406,1736071204761804000,1736071204773085000,1736071204813045000,1736071204824619000,1736071213182533000,1736071213186943000,8425,39,8357
404,1736071204762863000,1736071204773784000,1736071204813300000,1736071204824897000,1736071213182537000,1736071213186940000,8424,39,8357
414,1736071214801367000,1736071214812801000,1736071214839807000,1736071214847362000,1736071216296802000,1736071216299718000,1498,27,1449
412,1736071214785140000,1736071214806429000,1736071214834840000,1736071214841569000,1736071217314644000,1736071217318200000,2533,28,2473
410,1736071214784919000,1736071214803797000,1736071214839806000,1736071214846415000,1736071218318101000,1736071218321681000,3536,36,3471
413,1736071214787490000,1736071214806640000,1736071214839887000,1736071214846413000,1736071219315212000,1736071219319289000,4531,33,4468
418,1736071214802927000,1736071214814162000,1736071214840065000,1736071214846663000,1736071219315212000,1736071219319289000,4516,25,4468
411,1736071214785380000,1736071214805511000,1736071214839807000,1736071214846412000,1736071220250377000,1736071220254265000,5468,34,5403
415,1736071214803372000,1736071214815097000,1736071214854857000,1736071214861297000,1736071221333864000,1736071221336923000,6533,39,6472
419,1736071214806788000,1736071214817087000,1736071214856780000,1736071214867767000,1736071222262593000,1736071222265690000,7458,39,7394
417,1736071214804268000,1736071214815884000,1736071214846662000,1736071214855228000,1736071223327320000,1736071223330704000,8526,30,8472
416,1736071214806807000,1736071214815789000,1736071214856239000,1736071214867740000,1736071223327318000,1736071223330624000,8523,40,8459
423,1736071224831024000,1736071224849407000,1736071224878788000,1736071224882383000,1736071226229083000,1736071226234752000,1403,29,1346
422,1736071224828304000,1736071224849301000,1736071224878788000,1736071224883777000,1736071227357227000,1736071227360064000,2531,29,2473
421,1736071224828304000,1736071224849041000,1736071224881608000,1736071224886891000,1736071228296138000,1736071228299856000,3471,32,3409
420,1736071224828213000,1736071224848546000,1736071224881607000,1736071224886444000,1736071229264433000,1736071229267805000,4439,33,4377
427,1736071224846822000,1736071224858481000,1736071224903796000,1736071224913839000,1736071229264433000,1736071229267808000,4420,45,4350
425,1736071224848032000,1736071224859908000,1736071224906506000,1736071224919381000,1736071230371415000,1736071230374469000,5526,46,5452
429,1736071224845656000,1736071224858062000,1736071224908945000,1736071224919034000,1736071231314988000,1736071231319263000,6473,50,6395
428,1736071224849811000,1736071224858266000,1736071224907835000,1736071224919507000,1736071232391162000,1736071232394637000,7544,49,7471
424,1736071224848020000,1736071224859492000,1736071224899557000,1736071224911679000,1736071232390427000,1736071232394398000,7546,40,7478
426,1736071224846806000,1736071224858068000,1736071224901074000,1736071224911294000,1736071233303281000,1736071233306852000,8460,43,8391
431,1736071234867361000,1736071234886160000,1736071234918628000,1736071234922574000,1736071236372211000,1736071236376047000,1508,32,1449
434,1736071234881602000,1736071234890487000,1736071234921056000,1736071234925996000,1736071237411702000,1736071237415623000,2534,30,2485
432,1736071234867433000,1736071234887790000,1736071234921170000,1736071234926148000,1736071238447602000,1736071238451647000,3584,33,3521
430,1736071234867418000,1736071234887265000,1736071234921173000,1736071234926094000,1736071239439769000,1736071239444048000,4576,33,4513
438,1736071234885260000,1736071234897115000,1736071234933235000,1736071234949045000,1736071239439884000,1736071239444047000,4558,36,4490
439,1736071234887199000,1736071234898735000,1736071234932738000,1736071234948323000,1736071240380333000,1736071240383317000,5496,34,5432
433,1736071234868393000,1736071234887174000,1736071234932458000,1736071234938508000,1736071241330925000,1736071241334995000,6466,45,6392
435,1736071234885218000,1736071234897105000,1736071234932955000,1736071234948646000,1736071242405406000,1736071242409655000,7524,35,7456
437,1736071234881125000,1736071234889512000,1736071234932325000,1736071234938184000,1736071242405403000,1736071242409655000,7528,42,7467
436,1736071234884387000,1736071234893332000,1736071234932487000,1736071234948584000,1736071243469312000,1736071243472371000,8587,39,8520
441,1736071244899412000,1736071244914119000,1736071244946899000,1736071244952962000,1736071246470547000,1736071246473911000,1574,32,1517
443,1736071244906334000,1736071244918140000,1736071244949843000,1736071244958547000,1736071247484422000,1736071247487685000,2581,31,2525
440,1736071244899511000,1736071244920088000,1736071244948625000,1736071244954515000,1736071248515360000,1736071248519597000,3620,28,3560
442,1736071244899392000,1736071244918893000,1736071244952888000,1736071244960363000,1736071248515400000,1736071248519644000,3620,33,3555
446,1736071244915210000,1736071244923757000,1736071244952081000,1736071244958548000,1736071249513001000,1736071249516799000,4601,28,4554
447,1736071244914109000,1736071244924482000,1736071244952079000,1736071244958549000,1736071250471842000,1736071250476173000,5562,27,5513
444,1736071244917822000,1736071244929382000,1736071244969961000,1736071244978291000,1736071251557563000,1736071251560916000,6643,40,6579
445,1736071244919014000,1736071244929233000,1736071244971886000,1736071244979969000,1736071252496370000,1736071252499414000,7580,42,7516
448,1736071244918556000,1736071244928945000,1736071244970283000,1736071244978446000,1736071252495875000,1736071252499395000,7580,41,7517
449,1736071244918589000,1736071244928889000,1736071244969914000,1736071244980458000,1736071253553416000,1736071253557088000,8638,41,8572
451,1736071254935968000,1736071254947064000,1736071254981728000,1736071254988890000,1736071256624406000,1736071256627352000,1691,34,1635
456,1736071254943521000,1736071254956416000,1736071254985205000,1736071254993803000,1736071257642143000,1736071257646915000,2703,28,2648
452,1736071254936624000,1736071254956457000,1736071254985390000,1736071254992310000,1736071258659740000,1736071258662927000,3726,28,3667
458,1736071254944883000,1736071254956472000,1736071254992044000,1736071254999043000,1736071259650534000,1736071259653573000,4708,35,4651
459,1736071254956688000,1736071254966871000,1736071255006221000,1736071255013741000,1736071259651339000,1736071259654051000,4697,39,4637
450,1736071254936035000,1736071254948831000,1736071254985205000,1736071254992294000,1736071260586530000,1736071260590345000,5654,36,5594
457,1736071254955105000,1736071254966765000,1736071255006082000,1736071255014844000,1736071261538544000,1736071261542205000,6587,39,6523
455,1736071254943521000,1736071254955997000,1736071254986685000,1736071254992666000,1736071262628425000,1736071262632247000,7688,30,7635
454,1736071254938067000,1736071254956128000,1736071254990512000,1736071254994724000,1736071262628426000,1736071262632318000,7694,34,7633
453,1736071254937463000,1736071254955951000,1736071254991214000,1736071254998181000,1736071263539699000,1736071263542781000,8605,35,8541
464,1736071264964564000,1736071264981950000,1736071265006506000,1736071265011896000,1736071266691608000,1736071266694816000,1730,24,1679
460,1736071264962374000,1736071264980832000,1736071265006173000,1736071265011893000,1736071267716593000,1736071267720364000,2757,25,2704
465,1736071264973165000,1736071264985166000,1736071265024939000,1736071265030945000,1736071268719328000,1736071268722508000,3749,39,3688
466,1736071264975482000,1736071264986716000,1736071265027132000,1736071265035470000,1736071269712768000,1736071269716273000,4740,40,4677
468,1736071264981994000,1736071264988335000,1736071265026719000,1736071265035003000,1736071269712711000,1736071269716266000,4734,38,4677
463,1736071264962923000,1736071264986394000,1736071265025811000,1736071265032691000,1736071270645856000,1736071270649977000,5687,39,5613
461,1736071264962376000,1736071264986257000,1736071265025387000,1736071265029812000,1736071271736922000,1736071271740080000,6777,39,6707
