i,start_time,deployment_start,deployment_end,pod_start,pod_end,end_time,total_time,deployment_time,pod_ready_time
467,1736071264986105000,1736071264996251000,1736071265027322000,1736071265035352000,1736071272668926000,1736071272673276000,7687,31,7633
469,1736071264985181000,1736071264995513000,1736071265027010000,1736071265035270000,1736071272668912000,1736071272673278000,7688,31,7633
462,1736071264962302000,1736071264985242000,1736071265027099000,1736071265034119000,1736071273739801000,1736071273743669000,8781,41,8705
474,1736071275001586000,1736071275017628000,1736071275059094000,1736071275074056000,1736071276689913000,1736071276693343000,1691,41,1615
471,1736071274997394000,1736071275017931000,1736071275060777000,1736071275074688000,1736071277720311000,1736071277723520000,2726,42,2645
470,1736071274997238000,1736071275020211000,1736071275062344000,1736071275075822000,1736071278726758000,1736071278730477000,3733,42,3650
472,1736071274997236000,1736071275019376000,1736071275056621000,1736071275076968000,1736071278726489000,1736071278730497000,3733,37,3649
475,1736071275018484000,1736071275026955000,1736071275062644000,1736071275074658000,1736071279706592000,1736071279709695000,4691,35,4631
477,1736071275015844000,1736071275023549000,1736071275071923000,1736071275083302000,1736071280797734000,1736071280801110000,5785,48,5714
479,1736071275020416000,1736071275031932000,1736071275080239000,1736071275088987000,1736071281736633000,1736071281739849000,6719,48,6647
476,1736071275020144000,1736071275032137000,1736071275078869000,1736071275089388000,1736071282669202000,1736071282672787000,7652,46,7579
473,1736071274998264000,1736071275020553000,1736071275062845000,1736071275076344000,1736071282669202000,1736071282672834000,7674,42,7592
478,1736071275020286000,1736071275033182000,1736071275078812000,1736071275088649000,1736071283731483000,1736071283734694000,8714,45,8642
482,1736071285032693000,1736071285055103000,1736071285088091000,1736071285097301000,1736071286747450000,1736071286750781000,1718,32,1650
483,1736071285033093000,1736071285055169000,1736071285088656000,1736071285093656000,1736071287809383000,1736071287813030000,2779,33,2715
480,1736071285032115000,1736071285051840000,1736071285088228000,1736071285103258000,1736071288818569000,1736071288822505000,3790,36,3715
486,1736071285055252000,1736071285064775000,1736071285088095000,1736071285101113000,1736071288818569000,1736071288822505000,3767,23,3717
484,1736071285034079000,1736071285053507000,1736071285090633000,1736071285104520000,1736071289782891000,1736071289786245000,4752,37,4678
481,1736071285032923000,1736071285054521000,1736071285088097000,1736071285103901000,1736071290875420000,1736071290878916000,5845,33,5771
489,1736071285054278000,1736071285066800000,1736071285093378000,1736071285104310000,1736071291799464000,1736071291803272000,6748,26,6695
488,1736071285051617000,1736071285064635000,1736071285091738000,1736071285103923000,1736071291799463000,1736071291803272000,6751,27,6695
485,1736071285053688000,1736071285067080000,1736071285104703000,1736071285112881000,1736071292872253000,1736071292876307000,7822,37,7759
487,1736071285053699000,1736071285066871000,1736071285104339000,1736071285114750000,1736071293774501000,1736071293778083000,8724,37,8659
491,1736071295070042000,1736071295085119000,1736071295114693000,1736071295119633000,1736071296813275000,1736071296816435000,1746,29,1693
493,1736071295070298000,1736071295089039000,1736071295121473000,1736071295129037000,1736071297800413000,1736071297803666000,2733,32,2671
494,1736071295072003000,1736071295089189000,1736071295127241000,1736071295137883000,1736071298809105000,1736071298812011000,3740,38,3671
495,1736071295086930000,1736071295094859000,1736071295128150000,1736071295134348000,1736071298984813000,1736071298988351000,3901,33,3850
492,1736071295070103000,1736071295090957000,1736071295126924000,1736071295141109000,1736071299972530000,1736071299975490000,4905,35,4831
497,1736071295083307000,1736071295093179000,1736071295127233000,1736071295137054000,1736071300933854000,1736071300938606000,5855,34,5796
490,1736071295070249000,1736071295089458000,1736071295129183000,1736071295141998000,1736071301871219000,1736071301875053000,6804,39,6729
499,1736071295090973000,1736071295101326000,1736071295129525000,1736071295142785000,1736071301871220000,1736071301875038000,6784,28,6728
498,1736071295088956000,1736071295100751000,1736071295140939000,1736071295148881000,1736071302950326000,1736071302953932000,7864,40,7801
496,1736071295090555000,1736071295101995000,1736071295140863000,1736071295146360000,1736071303861966000,1736071303866565000,8776,38,8715
500,1736071305106266000,1736071305114071000,1736071305140731000,1736071305146544000,1736071306882474000,1736071306886112000,1779,26,1735
